row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
326	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38247448 Cancer mortality in chrysotile miners and millers, Russian Federation: main results (Asbest Chrysotile Cohort-Study).;
327	MEB,OD,OEEB,LGS,CGR,ITEB	false	false	true	false	true	true	false	true	true	true	false	pmid:38845201 Transcriptome-wide association analysis identifies candidate susceptibility genes for prostate-specific antigen levels in men without prostate cancer.;
328	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38841774 Evaluating prognostic biomarkers for survival outcomes subject to informative censoring.;
329	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false	pmid:38834971 COVID-19 and long-term impact on symptoms and Health-Related Quality of Life in Costa Rica: the RESPIRA cohort study.;
330	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38831273 Circulating free insulin-like growth factor-I and prostate cancer: a case-control study nested in the European prospective investigation into cancer and nutrition.;
331	CGB,ITEB,MEB	false	true	false	false	true	false	false	true	false	false	false	pmid:38530242 Hypertension and Risk of Endometrial Cancer: A Pooled Analysis in the Epidemiology of Endometrial Cancer Consortium (E2C2).;
332	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38573059 Update on Cancer Predisposition Syndromes and Surveillance Guidelines for Childhood Brain Tumors.;
333	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:38769004 Estimating impacts of reducing acrylonitrile exposure on lung cancer mortality in an occupational cohort with the parametric g-formula.;
334	MEB,BB,OD,OEEB	true	false	false	false	false	false	false	true	true	true	false	pmid:38922615 Multivitamin Use and Mortality Risk in 3 Prospective US Cohorts.;
335	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false	pmid:38857048 Cancer Incidence Trends in Successive Social Generations in the US.;
336	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false	pmid:38568024 White Blood Cell Count, Neutrophil-to-Lymphocyte Ratio, and Incident Cancer in the UK Biobank.;
337	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38497801 Fine Particulate Matter, Noise Pollution, and Greenspace and Prostate Cancer Risk in the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial Cohort.;
338	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false	pmid:38824654 Alcohol intake and endogenous sex hormones in women: Meta-analysis of cohort studies and Mendelian randomization.;
339	OEEB,MEB,IIB	false	false	false	true	false	false	false	true	false	true	false	pmid:38751364 Diabetes and gastric cancer incidence and mortality in the Asia Cohort Consortium: A pooled analysis of more than a half million participants.;
340	BB,CGB,IIB	true	true	false	true	false	false	false	false	false	false	false	pmid:38822730 Kinetics of EBV antibody-based NPC risk scores in Taiwan NPC multiplex families.;
341	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false	pmid:38834850 Proteomic analysis of cardiorespiratory fitness for prediction of mortality and multisystem disease risks.;
342	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false	pmid:39079144 Comparison of Hybribio-H13 and Hybrid Capture® 2 human papillomavirus tests for detection of CIN2+ and CIN3.;
343	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38819344 Consideration of disease penetrance in the selection of secondary findings gene-disease pairs: A policy statement of the American College of Medical Genetics and Genomics (ACMG).;
344	OD,MEB	false	false	false	false	false	false	false	true	true	false	false	pmid:38819499 Non-invasive early detection on esophageal squamous cell carcinoma and precancerous lesions by microbial biomarkers combining epidemiological factors in China.;
345	OD,CGR,BB,ITEB,MEB,OEEB	true	false	true	false	true	false	false	true	true	true	false	pmid:38903105 Associations between mosaic loss of sex chromosomes and incident hospitalization for atrial fibrillation in the United Kingdom.;
346	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38809988 Two genome-wide interaction loci modify the association of nonsteroidal anti-inflammatory drugs with colorectal cancer.;
347	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false	pmid:38810947 Hemophagocytic Lymphohistiocytosis Gene Variants in Severe Aplastic Anemia and Their Impact on Hematopoietic Cell Transplantation Outcomes.;
348	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38783714 A Review of the Toxicity of Ingredients in e-Cigarettes, Including Those Ingredients Having the FDA's "Generally Recognized as Safe (GRAS)" Regulatory Status for Use in Food.;
349	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38797475 Residential greenness and chronic obstructive pulmonary disease in a large cohort in southern China: Potential causal links, risk trajectories, and mediation pathways.;
350	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38884005 Nomogram for radiation-induced lymphopenia in patients receiving intensity-modulated radiotherapy based-chemoradiation therapy for newly diagnosed glioblastoma: A multi-institutional study.;
351	CGB,IIB,MEB	false	true	false	true	false	false	false	true	false	false	false	pmid:38778220 Autoimmune conditions and gastric cancer risk in a population-based study in the United Kingdom.;
352	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38795658 Residential proximity to dioxin-emitting facilities and risk of non-Hodgkin lymphoma in the NIH-AARP Diet and Health Study.;
353	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:38772931 Associations of tubal ligation and hysterectomy with serum androgen and estrogen metabolites among postmenopausal women in the Women's Health Initiative Observational Study.;
354	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38769422 Letter to the editor: "Incidence of prostate cancer in transgender women in the US: a large database analysis.".;
355	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38798434 Genome-wide association studies in a large Korean cohort identify novel quantitative trait loci for 36 traits and illuminate their genetic architectures.;
356	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38761410 The landscape of etiological patterns of hepatocellular carcinoma and intrahepatic cholangiocarcinoma in Thailand.;
357	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38759278 Comparison of HPV-positive triage strategies combining extended genotyping with cytology or p16/ki67 dual staining in the Italian NTCC2 study.;
358	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38763323 Response letter to "Understanding the age-related epithelial shifts at the uterine cervix and the area of risk for squamous cell cervical cancer".;
359	OD,LGS,BB,ITEB,OEEB	true	false	false	false	true	true	false	false	true	true	false	pmid:38798417 The mutagenic forces shaping the genomic landscape of lung cancer in never smokers.;
360	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38760798 Comparison of the ScreenFire and Xpert HPV assays for the detection of human papillomavirus and cervical precancer among women living with HIV in Malawi.;
361	IIB,MEB,OEEB	false	false	false	true	false	false	false	true	false	true	false	pmid:38757245 The protective effect of dietary folate intake on gastric cancer is modified by alcohol consumption: A pooled analysis of the StoP Consortium.;
362	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38755683 Accommodating detection limits of multiple exposures in environmental mixture analyses: an overview of statistical approaches.;
363	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:38751238 Identifying genes associated with disease outcomes using joint sparse canonical correlation analysis-An application in renal clear cell carcinoma.;
364	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38751040 Sociodemographic characteristics associated with cervical cancer screening participation by send-to-all and opt-in HPV self-sampling: Who benefits? Results from a randomized controlled trial among long-term non-attending women in Norway.;
365	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38748950 Intimate Care Products and Incidence of Hormone-Related Cancers: A Quantitative Bias Analysis.;
366	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38768076 Self-Supervised Machine Learning to Characterize Step Counts from Wrist-Worn Accelerometers in the UK Biobank.;
367	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38749303 Genome-wide interaction study of dietary intake of fibre, fruits, and vegetables with risk of colorectal cancer.;
368	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38876558 Assessing and attenuating the impact of selection bias on spatial cluster detection studies.;
369	LTG,REB	false	false	false	false	false	false	true	false	false	false	true	pmid:38734989 A novel method for rapid estimation of active bone marrow dose for radiotherapy patients in epidemiological studies.;
370	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true	pmid:38733459 Association of common maternal infections with birth outcomes: a multinational cohort study.;
371	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38727681 Occupational exposure to benzene and mortality risk of lymphohaematopoietic cancers in the Swiss National Cohort.;
372	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38714935 African ancestry-derived APOL1 risk genotypes show proximal epigenetic associations.;
373	OD,LGS,CGB,LTG,MEB,OEEB	false	true	false	false	false	true	true	true	true	true	false	pmid:38723632 Integrative multi-omics analyses to identify the genetic and functional mechanisms underlying ovarian cancer risk regions.;
374	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false	pmid:38092046 Maternal serum concentrations of per- and polyfluoroalkyl substances and childhood acute lymphoblastic leukemia.;
375	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:38180898 Sociodemographic inequities in the burden of carcinogenic industrial air emissions in the United States.;
376	MEB,IIB,BB	true	false	false	true	false	false	false	true	false	false	false	pmid:38070489 Trends in smoking-attributable and smoking-unrelated lung cancer death rates in the United States, 1991-2018.;
377	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38718857 Trends in Reported Calcium and Magnesium Intake from Diet and Supplements by Demographic Factors: National Health and Nutrition Examination Survey, 2003-2018.;
378	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false	pmid:38710993 Author Correction: Proteogenomic analysis of enriched HGSOC tumor epithelium identifies prognostic signatures and therapeutic vulnerabilities.;
379	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38709657 CBTRUS Statistical Report: American Brain Tumor Association & NCI Neuro-Oncology Branch Adolescent and Young Adult Primary Brain and Other Central Nervous System Tumors Diagnosed in the United States in 2016-2020.;
380	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38730723 Sex Differences in Odds of Brain Metastasis and Outcomes by Brain Metastasis Status after Advanced Melanoma Diagnosis.;
381	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38488505 NCI Cancer Research Data Commons: Core Standards and Services.;
382	BB,MEB,REB	true	false	false	false	false	false	false	true	false	false	true	pmid:38693841 Early-pregnancy sex steroid and thyroid function hormones, thyroid autoimmunity, and maternal papillary thyroid cancer incidence in the Finnish Maternity Cohort.;
383	OD,LGS	false	false	false	false	false	true	false	false	true	false	false	pmid:38701745 Association between telomere length and Plasmodium falciparum malaria endemicity in sub-Saharan Africans.;
384	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false	pmid:38697998 Using genome and transcriptome data from African-ancestry female participants to identify putative breast cancer susceptibility genes.;
385	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38488504 NCI Cancer Research Data Commons: Cloud-Based Analytic Resources.;
386	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38701659 Association between waterpipe smoking and lung cancer: a multicentre case-control study in Iran.;
387	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38695391 Associations between eosinophils and cancer risk in the UK Biobank.;
388	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38488507 NCI Cancer Research Data Commons: Resources to Share Key Cancer Data.;
389	OEEB,BB,ITEB	true	false	false	false	true	false	false	false	false	true	false	pmid:38741014 Genome-wide association analyses of breast cancer in women of African ancestry identify new susceptibility loci and improve risk prediction.;
390	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38411636 Adult-Onset Cancer Predisposition Syndromes in Children and Adolescents-To Test or not to Test?;
391	OD,LGS,ITEB,OEEB	false	false	false	false	true	true	false	false	true	true	false	pmid:38693263 Geographic variation of mutagenic exposures in kidney cancer genomes.;
392	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38546654 Comment on the Burden of Infection-Attributable Cancers in the US-Reply.;
393	OD,CGB	false	true	false	false	false	false	false	false	true	false	false	pmid:38697164 Considerations for using potential surrogate endpoints in cancer screening trials.;
394	BB,IIB,MEB,OEEB	true	false	false	true	false	false	false	true	false	true	false	pmid:38687390 The association between dietary fiber intake and gastric cancer: a pooled analysis of 11 case-control studies.;
395	ITEB,REB	false	false	false	false	true	false	false	false	false	false	true	pmid:38718185 Association between diabetes and subsequent malignancy risk among older breast cancer survivors.;
396	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:38372706 Severe housing cost burden and premature mortality from cancer.;
397	ITEB,MEB,REB	false	false	false	false	true	false	false	true	false	false	true	pmid:38685564 Second primary cancer risks according to race and ethnicity among U.S. breast cancer survivors.;
398	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38685107 Germline biallelic BRCA2 pathogenic variants and medulloblastoma: an international cohort study.;
399	OD,OEEB,LGS,ITEB	false	false	false	false	true	true	false	false	true	true	false	pmid:38684708 Identifying therapeutic targets for cancer among 2074 circulating proteins and risk of nine cancers.;
400	MEB,REB	false	false	false	false	false	false	false	true	false	false	true	pmid:39977052 Prostate cancer in Latin America and the Caribbean: mortality trends from 1997 to 2017 and predictions to 2030.;
401	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38668553 Stage at diagnosis and survival by stage for the leading childhood cancers in Rwanda.;
402	OD,LGS,MEB,OEEB	false	false	false	false	false	true	false	true	true	true	false	pmid:38670944 Fine-mapping analysis including over 254,000 East Asian and European descendants identifies 136 putative colorectal cancer susceptibility genes.;
403	OD,CGR,LTG,LGS,MEB,OEEB,ITEB	false	false	true	false	true	true	true	true	true	true	false	pmid:38671320 Multi-ancestry genome-wide association study of kidney cancer identifies 63 susceptibility regions.;
404	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38661292 Diabetes is associated with increased liver cancer incidence and mortality in adults: A report from Asia Cohort Consortium.;
405	REB,ITEB,IIB	false	false	false	true	true	false	false	false	false	false	true	pmid:38653906 Disentangling the relationships of body mass index and circulating sex hormone concentrations in mammographic density using Mendelian randomization.;
406	CGB,REB	false	true	false	false	false	false	false	false	false	false	true	pmid:38657450 Outcomes in ovarian Sertoli-Leydig cell tumor: A report from the International Pleuropulmonary Blastoma/DICER1 and Ovarian and Testicular Stromal Tumor Registries.;
407	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38651675 A nested case-control study of untargeted plasma metabolomics and lung cancer among never-smoking women within the prospective Shanghai Women's Health Study.;
408	IIB,OEEB,MEB	false	false	false	true	false	false	false	true	false	true	false	pmid:38649672 Family history and gastric cancer incidence and mortality in Asia: a pooled analysis of more than half a million participants.;
409	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38642305 Diet and physical activity behaviors: how are they related to illness perceptions, coping, and health-related quality of life in young people with hereditary cancer syndromes?;
410	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38627383 Reply to: Population genetic considerations regarding the interpretation of within-patient SARS-CoV-2 polymorphism data.;
411	MEB,ITEB	false	false	false	false	true	false	false	true	false	false	false	pmid:38636793 Dietary Fiber Intake and Risk of Advanced and Aggressive Forms of Prostate Cancer: A Pooled Analysis of 15 Prospective Cohort Studies.;
412	BB,OD,CGR	true	false	true	false	false	false	false	false	true	false	false	pmid:36797830 Estimating the overall fraction of phenotypic variance attributed to high-dimensional predictors measured with error.;
413	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38622117 An ensemble penalized regression method for multi-ancestry polygenic risk prediction.;
414	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38621856 Finding the best subgroup with differential treatment effect with multiple outcomes.;
415	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38606437 Mediation analysis using incomplete information from publicly available data sources.;
416	OD,CGR,BB,CGB,MEB	true	true	true	false	false	false	false	true	true	false	false	pmid:39036705 The landscape of rare genetic variants in familial Waldenström macroglobulinemia.;
417	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:38903738 Finding Regions of Interest in Whole Slide Images Using Multiple Instance Learning.;
418	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38725300 Identification of potential mediators of the relationship between body mass index and colorectal cancer: a Mendelian randomization analysis.;
419	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:38636272 Urinary biomonitoring of glyphosate exposure among male farmers and nonfarmers in the Biomarkers of Exposure and Effect in Agriculture (BEEA) study.;
420	BB,MEB,OEEB	true	false	false	false	false	false	false	true	false	true	false	pmid:38670544 Dietary intake of copper and gastric cancer: a pooled analysis within the Stomach cancer Pooling (StoP) Project.;
421	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38831478 Weight training and risk of all-cause, cardiovascular disease and cancer mortality among older adults.;
422	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38602070 Circulating microRNAs in association with pancreatic cancer risk within 5 years.;
423	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38604127 MUSSEL: Enhanced Bayesian polygenic risk prediction leveraging information across multiple ancestry groups.;
424	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38599279 Occupational Radiation Dose Trends in U.S. Radiologic Technologists Assisting with Fluoroscopically Guided Interventional Procedures, 1980-2020.;
425	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38595154 Cancer mortality predictions for 2024 in selected Asian countries and Australia with focus on stomach cancer.;
426	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38589874 Plasmodium falciparum genetic diversity and multiplicity of infection based on msp-1, msp-2, glurp and microsatellite genetic markers in sub-Saharan Africa: a systematic review and meta-analysis.;
427	ITEB,OEEB,BB,MEB,OD,LGS,REB	true	false	false	false	true	true	false	true	true	true	true	pmid:38263910 Novel breast cancer susceptibility loci under linkage peaks identified in African ancestry consortia.;
428	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38633776 Genetic Risk, Health-Associated Lifestyle, and Risk of Early-onset Total Cancer and Breast Cancer.;
429	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38167948 The impact of COVID-19 on 2020 monthly incidence trends of primary brain and other CNS tumors.;
430	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38636274 Long-term exposure to ambient fine particulate matter and risk of liver cancer in the NIH-AARP Diet and Health Study.;
431	REB,CGB	false	true	false	false	false	false	false	false	false	false	true	pmid:38291943 Association of metformin use and cancer incidence: a systematic review and meta-analysis.;
432	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38087980 Association of county-level socioeconomic status with meningioma incidence and outcomes.;
433	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38230822 Response to Kahler, Janda, Soyer, et al.;
434	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38571411 A Proposed Framework and Lexicon for Cancer Prevention.;
435	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38614843 Response to letter from Geoffrey W. Stuart.;
436	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38387085 Sleep and Risk of Pancreatic Cancer in the UK Biobank.;
437	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38180357 Unveiling an Association between Waterpipe Smoking and Bladder Cancer Risk: A Multicenter Case-Control Study in Iran.;
438	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38252034 Epidemiologic Factors in Relation to Colorectal Cancer Risk and Survival by Genotoxic Colibactin Mutational Signature.;
439	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38566558 Geospatial Science for the Environmental Epidemiology of Cancer in the Exposome Era.;
440	OD,LGS,OEEB,ITEB,BB,CGR	true	false	true	false	true	true	false	false	true	true	false	pmid:38617360 APOBEC shapes tumor evolution and age at onset of lung cancer in smokers.;
441	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38563855 Sex differences in adverse events in Medicare individuals ≥ 66 years of age post glioblastoma treatment.;
442	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38565754 Cox model inference for relative hazard and pure risk from stratified weight-calibrated case-cohort data.;
443	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38562082 NCI Resources for Cancer Immunoprevention Research.;
444	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false	pmid:38685845 EBV-Associated Gastric Cancer; An In Situ Hybridization Assay on Tissue Microarray: A Multi-Region Study from Four Major Provinces of Iran.;
445	OD	false	false	false	false	false	false	false	false	true	false	false	pmid:38621227 Biobank Resilience Through Disasters: Role of Funding, Business Planning, Best Practices, and Standards.;
446	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38561434 Genetic risk impacts the association of menopausal hormone therapy with colorectal cancer risk.;
447	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38554236 A prospective study of smoking-related white blood cell DNA methylation markers and risk of bladder cancer.;
448	OD,LGS,LTG,ITEB	false	false	false	false	true	true	true	false	true	false	false	pmid:38485690 ArCH: improving the performance of clonal hematopoiesis variant calling and interpretation.;
449	OEEB,CGB,BB,OD,CGR	true	true	true	false	false	false	false	false	true	true	false	pmid:38490256 Admix-kit: an integrated toolkit and pipeline for genetic analyses of admixed populations.;
450	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38547426 Strategies for Advancing Sexual Orientation and Gender Identity Data Collection in Cancer Research.;
451	LTG	false	false	false	false	false	false	true	false	false	false	false	pmid:38585974 Severus: accurate detection and characterization of somatic structural variation in tumor genomes using long reads.;
452	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false	pmid:38532516 Temporal changes in mammographic breast density and breast cancer risk among women with benign breast disease.;
453	LTG,OD,CGR	false	false	true	false	false	false	true	false	true	false	false	pmid:38520597 Germline pathogenic variants associated with triple-negative breast cancer in US Hispanic and Guatemalan women using hospital and community-based recruitment strategies.;
454	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38568164 Incidence rates of bladder and kidney cancers among US military servicemen: comparison with the rates in the general US population.;
455	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:38519925 Sex-specific associations between sodium and potassium intake and overall and cause-specific mortality: a large prospective U.S. cohort study, systematic review, and updated meta-analysis of cohort studies.;
456	CGB,BB	true	true	false	false	false	false	false	false	false	false	false	pmid:38517462 Cancer screening with multicancer detection tests: A translational science review.;
457	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38522481 An Interpretive Description of Drug Withdrawal Among Pregnant Women in Jail.;
458	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38513161 Cancer Treatment Disparities in People With HIV in the United States, 2001-2019.;
459	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38519057 Advances and challenges in cancer immunoprevention and immune interception.;
460	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38186237 Reconstruction of organ doses for patients undergoing computed tomography examinations in Canada 1992-2019.;
461	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:39108508 Risk factors for breast cancer subtypes by race and ethnicity: A scoping review of the literature.;
462	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38503853 A generalisation of the method of regression calibration and comparison with Bayesian and frequentist model averaging methods.;
463	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38504322 Organochlorine pesticides and risk of papillary thyroid cancer in U.S. military personnel: a nested case-control study.;
464	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:38491773 Subset-based method for cross-tissue transcriptome-wide association studies improves power and interpretability.;
465	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38524920 Survival of adult AML patients treated with chemotherapy in the U.S. population by age, race and ethnicity, sex, calendar-year period, and AML subgroup, 2001-2019.;
466	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38117233 Cell-Free DNA Maps Tissue Injury and Correlates with Disease Severity in Lung Transplant Candidates.;
467	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38494078 Evaluation of Pre-Analytical Variables for Human Papillomavirus Primary Screening from Self-Collected Vaginal Swabs.;
468	OD,CGR,ITEB,CGB	false	true	true	false	true	false	false	false	true	false	false	pmid:38480868 Proteogenomic analysis of enriched HGSOC tumor epithelium identifies prognostic signatures and therapeutic vulnerabilities.;
469	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38196750 A generalisation of the method of regression calibration and comparison with Bayesian and frequentist model averaging methods.;
470	MEB,LTG,OEEB	false	false	false	false	false	false	true	true	false	true	false	pmid:38478921 Association of female reproductive and hormonal factors with gallbladder cancer risk in Asia: A pooled analysis of the Asia Cohort Consortium.;
471	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:38066693 Associations between actigraphy-measured sleep duration, continuity, and timing with mortality in the UK Biobank.;
472	MEB,BB,IIB,OD	true	false	false	true	false	false	false	true	true	false	false	pmid:37856326 Exposure to polycyclic aromatic hydrocarbons, volatile organic compounds, and tobacco-specific nitrosamines and incidence of esophageal cancer.;
473	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38454553 Epidemiology of oral cancer in South and South-East Asia: Incidence and mortality.;
474	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false	pmid:38013591 Actigraphy-derived measures of sleep and risk of prostate cancer in the UK Biobank.;
475	IIB,BB	true	false	false	true	false	false	false	false	false	false	false	pmid:37944040 Sex differences in cancer incidence among solid organ transplant recipients.;
476	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38445358 Somatic CDKN2A copy number variations are associated with the prognosis of esophageal squamous cell dysplasia.;
477	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38448681 Construction of residential histories to estimate long-term environmental exposures in the California Teachers Study cohort.;
478	BB,MEB	true	false	false	false	false	false	false	true	false	false	false	pmid:38441973 Fiber and whole grain intakes in relation to liver cancer risk: An analysis in 2 prospective cohorts and systematic review and meta-analysis of prospective studies.;
479	CGB,REB	false	true	false	false	false	false	false	false	false	false	true	pmid:38496424 Large-scale genome-wide association study of 398,238 women unveils seven novel loci associated with high-grade serous epithelial ovarian cancer risk.;
480	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38426335 AutoGVP: a dockerized workflow integrating ClinVar and InterVar germline sequence variant classification.;
481	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38483389 Preterm Birth Following Active Surveillance vs Loop Excision for Cervical Intraepithelial Neoplasia Grade 2.;
482	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:38546643 Germline Genetic Testing and Survival Outcomes Among Children With Rhabdomyosarcoma: A Report From the Children's Oncology Group.;
483	none	false	false	false	false	false	false	false	false	false	false	false	pmid:38159269 The impact of the COVID-19 pandemic on treatment patterns in glioblastoma.;
484	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false	pmid:38551558 Trends in Adolescent Suicide by Method in the US, 1999-2020.;
485	MEB,OEEB,IIB,BB	true	false	false	true	false	false	false	true	false	true	false	pmid:38436761 Dietary intake of vitamin C and gastric cancer: a pooled analysis within the Stomach cancer Pooling (StoP) Project.;
486	OD,LGS,CGB	false	true	false	false	false	true	false	false	true	false	false	pmid:38529502 Geny: A Genotyping Tool for Allelic Decomposition of Killer Cell Immunoglobulin-Like Receptor Genes.;
487	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:38446575 Recommendations for Use of p16/Ki67 Dual Stain for Management of Individuals Testing Positive for Human Papillomavirus.;
488	CGB,REB	false	true	false	false	false	false	false	false	false	false	true	pmid:38432461 Ambient UV radiation is associated with cutaneous angiosarcoma incidence in the United States, 1992 to 2020.;
489	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38438000 Prevalence of Gastric Precursor Lesions in Countries With Differential Gastric Cancer Burden: A Systematic Review and Meta-analysis.;
490	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:38446573 Enduring Consensus Guidelines for Cervical Cancer Screening and Management: Introduction to the Scope and Process.;
491	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38429018 Burden of liver cancer mortality by county, race, and ethnicity in the USA, 2000-19: a systematic analysis of health disparities.;
492	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38340750 An International Classification of Diseases code for gastric intestinal metaplasia: an opportunity for gastric cancer prevention.;
